CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Ownership Type,Certification Date
29T007,RANCHO REHABILITATION,4333 NORTH RANCHO DR.,-,LAS VEGAS,NV,89130,Clark,(702) 656-0467,9,Non-profit,12/31/1995
29T032,NORTHERN NEVADA MEDICAL CENTER,2375 E. PRATER WAY,-,SPARKS,NV,89434,Washoe,(775) 356-4588,9,Non-profit,01/01/2012
29T039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,-,LAS VEGAS,NV,89128,Clark,(702) 562-5560,9,For profit,01/01/2012
29T046,SPRING VALLEY MEDICAL CENTER,5400 S. RAINBOW BLVD.,-,LAS VEGAS,NV,89118,Clark,(702) 853-3422,9,For profit,09/14/2021
29T049,RENOWN REHABILITATION HOSPITAL,1495 MILL STREET,-,RENO,NV,89502,Carson City,(775) 982-3501,9,Non-profit,02/01/2004
29TA02,KINDRED HOSPITAL LAS VEGAS- FLAMINGO CAMPUS,2250 E FLAMINGO RD,-,LAS VEGAS,NV,89119,Clark,(702) 784-4300,9,For profit,09/01/2023
303026,NORTHEAST REHABILITATION HOSPITAL,70 BUTLER STREET,-,SALEM,NH,03079,Rockingham,(603) 893-2900,1,For profit,12/13/1984
303027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR,254 PLEASANT STREET,-,CONCORD,NH,03301,Merrimack,(603) 226-9800,1,For profit,10/29/1992
30T011,ST JOSEPH HOSPITAL IR CENTER,172 KINSLEY ST,-,NASHUA,NH,03060,Hillsborough,(603) 882-3000,1,Non-profit,01/01/1986
30T014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,-,ROCHESTER,NH,03867,Strafford,(603) 332-5211,1,For profit,03/01/2023
30T019,CHESHIRE MEDICAL CENTER,580 COURT ST,-,KEENE,NH,03431,Cheshire,(603) 354-5454,1,Non-profit,07/01/1987
313025,KESSLER REHAB CENTER,1199 PLEASANT VALLEY WAY,-,WEST ORANGE,NJ,07052,Essex,(973) 243-6830,2,For profit,01/01/1985
313027,LAWRENCE REHABILITATION HOSPITAL,2381 LAWRENCEVILLE ROAD,-,LAWRENCEVILLE,NJ,08648,Mercer,(609) 896-9500,2,For profit,01/01/1985
313029,ENCOMPASS HEALTH REHAB HOSPITAL OF TOMS RIVER,14 HOSPITAL DR,-,TOMS RIVER,NJ,08755,Ocean,(732) 244-3100,2,For profit,01/01/1985
313032,"KESSLER INSTITUTE FOR REHABILITATION,INC",92 BRICK ROAD,-,MARLTON,NJ,08053,Burlington,(856) 988-8778,2,For profit,06/27/1995
313035,ENCOMPASS HEALTH REHAB HOSPITAL OF TINTON FALLS,2 CENTER PLZ,-,TINTON FALLS,NJ,07724,Monmouth,(732) 460-5320,2,For profit,05/30/2002
313036,ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,1237 W SHERMAN AVENUE,-,VINELAND,NJ,08360,Cumberland,(856) 696-7100,2,For profit,04/03/2003
313038,ATLANTIC REHABILITATION INSTITUTE,200 MADISON AVENUE,-,MADISON,NJ,07940,Morris,(973) 549-7440,2,For profit,10/05/2019
31T010,PENN MEDICINE PRINCETON MEDICAL CENTER,ONE PLAINSBORO RD.,-,PLAINSBORO,NJ,08536,Mercer,(609) 853-7922,2,Non-profit,01/01/1998
31T019,ST. JOSEPHS WAYNE HOSPITAL,224 HAMBURG TPK,-,WAYNE,NJ,07470,Passaic,(973) 754-2481,2,Non-profit,01/01/2010
31T029,LOURDES REGIONAL REHABILITATION CENTER,1600 HADDON AVENUE,-,CAMDEN,NJ,08103,Camden,(856) 757-3871,2,Government,01/01/1998
31T034,JOHNSON REHABILITATION AT RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,-,RED BANK,NJ,07701,Monmouth,(732) 741-2700,2,Non-profit,01/01/1998
31T052,JOHNSON REHABILITATION INSTITUTE AT OMC,425 JACK MARTIN BLVD,-,BRICK,NJ,08724,Ocean,(732) 836-4500,2,Non-profit,10/13/2019
31T108,JFK JOHNSON REHAB INSTITUTE,65 JAMES STREET,-,EDISON,NJ,08820,Middlesex,(732) 321-7000,2,Non-profit,01/01/1998
323026,NEW MEXICO REHABILITATION CENTER,72 GAIL HARRIS AVENUE,-,ROSWELL,NM,88203,Chaves,(575) 347-3400,6,Government,07/01/1985
323027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALBUQU,7000 JEFFERSON STREET NE,-,ALBUQUERQUE,NM,87109,Bernalillo,(505) 344-9478,6,For profit,03/09/1988
323028,LOVELACE UNM REHABILITATION HOSPITAL,505 ELM STREET NE,-,ALBUQUERQUE,NM,87102,Bernalillo,(505) 727-4781,6,For profit,12/27/1988
323032,"REHABILITATION HOSPITAL OF SOUTHERN NEW MEXICO,INC",4441 E LOHMAN AVE,-,LAS CRUCES,NM,88011,Dona Ana,(575) 521-6400,6,For profit,03/25/2005
323033,CLEARSKY REHABILITATION HOSPITAL OF RIO RANCHO LLC,2401 WESTSIDE BLVD SE,-,RIO RANCHO,NM,87124,Sandoval,(505) 295-6358,6,For profit,02/10/2021
32T002,ST VINCENT HOSPITAL,455 ST MICHAELS DRIVE,-,SANTA FE,NM,87505,Santa Fe,(505) 913-5392,6,Non-profit,07/01/1991
32T005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,-,FARMINGTON,NM,87401,San Juan,(505) 609-2000,6,Non-profit,07/01/2020
32T009,ST JOSEPH MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,-,ALBUQUERQUE,NM,87102,Bernalillo,(505) 224-8000,6,For profit,07/01/1984
32T063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,-,CARLSBAD,NM,88220,Eddy,(505) 887-4396,6,Non-profit,01/01/1997
32T065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HWY,-,HOBBS,NM,88240,Lea,(505) 492-5474,6,Non-profit,04/01/1995
32T085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,-,LAS CRUCES,NM,88011,Dona Ana,(505) 556-6975,6,For profit,04/01/2005
333030,BURKE REHABILITATION HOSPITAL,785 MAMARONECK AVENUE,-,WHITE PLAINS,NY,10605,Westchester,(914) 597-2232,2,Non-profit,01/01/2016
33T005,KALEIDA HEALTH,100 HIGH ST.,-,BUFFALO,NY,14203,Erie,(716) 859-2556,2,Non-profit,01/01/1988
33T013,ALBANY MEDICAL CENTER HOSP,43 NEW SCOTLAND AVENUE,-,ALBANY,NY,12208,Albany,(518) 262-2409,2,Non-profit,01/01/1986
33T014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVE AND VAN WYCK,-,JAMAICA,NY,11418,Queens,(718) 206-6000,2,Non-profit,01/02/2019
33T024,MT SINAI MEDICAL CENTER,ONE GUSTAVE L LEVY PLACE,-,NEW YORK,NY,10029,New York,(212) 659-9373,2,Non-profit,01/01/1987
33T027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,-,EAST MEADOW,NY,11554,Nassau,(516) 572-6713,2,Government,01/01/1985
33T044,FAXTON-ST. LUKES HEALTHCARE,1650 CHAMPLIN AVENUE,-,UTICA,NY,13502,Oneida,(315) 624-8759,2,Non-profit,01/01/2002
33T046,MT. SINAI - ST. LUKES HOSPITAL CENTER,1111 AMSTERDAM AVE- STY6 REHAB,-,NEW YORK,NY,10025,New York,(212) 523-3299,2,Non-profit,01/01/1987
33T047,ST. MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,-,AMSTERDAM,NY,12010,Montgomery,(518) 842-1900,2,Non-profit,07/01/2009
33T049,THE PAUL ROSENTHAL REHABILITATION CENTER AT NDH,6511 SPRINGBROOK AVENUE,PO BOX 5002,RHINEBECK,NY,12572,Dutchess,(845) 871-4313,2,Non-profit,01/01/1998
33T056,THE BROOKLYN HOSPITAL CENTER,121 DEKALB AVE,-,BROOKLYN,NY,11201,Kings,(718) 250-6589,2,Non-profit,01/01/2000
33T058,GENEVA GENERAL HOSPITAL,196 NORTH STREET,-,GENEVA,NY,14456,Ontario,(315) 787-5495,2,Non-profit,01/01/1998
33T059,MONTEFIORE MEDICAL CENTER,600 E 233 STREET,-,BRONX,NY,10466,Bronx,(718) 920-9593,2,Non-profit,01/01/1986
33T090,ARNOT OGDEN MEDICAL CENTER,555 SAINT JOSEPHS BLVD,-,ELMIRA,NY,14901,Chemung,(607) 733-6541,2,Non-profit,03/01/2019
33T101,NYP - WEILL CORNELL MEDICAL CENTER,525 E. 68TH STREET,BOX 142,NEW YORK,NY,10065,New York,(212) 746-1630,2,Non-profit,01/01/1985
33T102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVE,-,KENMORE,NY,14217,Erie,(716) 510-9029,2,Non-profit,01/01/1994
33T126,ORANGE REGIONAL MEDICAL CENTER,707 E MAIN ST,-,MIDDLETOWN,NY,10940,Orange,(845) 333-4260,2,Non-profit,01/01/1992
33T127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY S,-,BRONX,NY,10461,Bronx,(718) 918-5545,2,Government,01/01/1985
33T128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,-,ELMHURST,NY,11373,Queens,(718) 334-2611,2,Government,01/01/1985
33T157,SAMARITAN MEDICAL CENTER,830 WASHINGTON ST.,-,WATERTOWN,NY,13601,Jefferson,(315) 786-4954,2,Non-profit,01/01/1999
33T160,STATEN ISLAND UNIVERSITY HOSP,475 SEAVIEW AVENUE,-,STATEN ISLAND,NY,10305,Richmond,(718) 226-8027,2,Non-profit,01/08/2018
33T181,GLEN COVE HOSPITAL,101 ST. ANDREWS LANE,-,GLEN COVE,NY,11542,Nassau,(516) 458-9330,2,Non-profit,01/01/2014
33T199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,REHABILITATION MEDICINE-RM 327,NYC,NY,10029,New York,(212) 423-7723,2,Government,01/01/1985
33T202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE C-1117B,-,BROOKLYN,NY,11203,Kings,(718) 245-7313,2,Government,07/01/2002
33T204,BELLEVUE HOSPITAL CENTER,462 1ST AVENUE,-,NEW YORK,NY,10016,New York,(212) 562-4259,2,Government,01/01/1985
33T214,RUSK REHABILITATION,240 E. 38TH STREET,15TH FLOOR - ADMINISTRATION,NEW YORK,NY,10016,New York,(212) 263-2572,2,Non-profit,01/01/1999
33T219,ERIE COUNTY MEDICAL CENTER,462 GRIDER ST,-,BUFFALO,NY,14215,Erie,(716) 898-6167,2,Non-profit,01/01/1986
33T226,UNITY HOSPITAL,1555 LONG POND RD,-,ROCHESTER,NY,14626,Monroe,(585) 368-3002,2,Non-profit,01/01/1997
33T233,BROOKDALE HOSPITAL MEDICAL CENTER,1 BROOKDALE PLAZA,-,BROOKLYN,NY,11212,Kings,(718) 240-5966,2,Non-profit,01/01/2021
33T234,WESTCHESTER MEDICAL CENTER,GRASSLANDS ROAD,-,VALHALLA,NY,10595,Westchester,(914) 493-5495,2,Non-profit,01/01/1997
33T239,UPMC CHAUTAUQUA,207 FOOTE AVE,PO BOX 840,JAMESTOWN,NY,14701,Chautauqua,(412) 443-4180,2,Non-profit,01/01/1990
33T241,UPSTATE MEDICAL UNIVERSITY,750 E ADAMS ST.,-,SYRACUSE,NY,13210,Onondaga,(315) 466-3426,2,Government,01/01/1986
33T246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,-,PORT JEFFERSON,NY,11777,Suffolk,(631) 474-6826,2,Non-profit,01/01/1985
33T259,MERCY MEDICAL CENTER,1000 N.VILLAGE AVE.,-,ROCKVILLE CENTRE,NY,11570,Nassau,(516) 705-2216,2,Non-profit,01/01/1995
33T261,PHELPS MEMORIAL HOSPITAL,701 NORTH BROADWAY,-,SLEEPY HOLLOW,NY,10591,Westchester,(914) 366-3708,2,Non-profit,01/01/1986
33T279,BUFFALO MERCY REHABILITATION UNIT,565 ABBOTT ROAD,-,BUFFALO,NY,14220,Erie,(716) 510-9029,2,Non-profit,01/01/1986
33T285,UNIV OF ROCHESTER MEDICAL CTR,601 ELMWOOD AVE,BOX 664,ROCHESTER,NY,14642,Monroe,(585) 276-3015,2,Non-profit,01/01/1985
33T307,CAYUGA MEDICAL CTR @ ITHACA,101 DATES DRIVE,-,ITHACA,NY,14850,Tompkins,(607) 274-4555,2,Non-profit,01/01/1997
33T350,SUNY DOWNSTATE MEDICAL CENTER,450 CLARKSON AVEUE,-,BROOKLYN,NY,11203,Kings,(718) 270-8325,2,Government,01/01/1986
33T394,UHS HOSPITALS,10-42 MITCHELL AVE,-,BINGHAMTON,NY,13903,Broome,(607) 762-2162,2,Non-profit,01/01/1985
33T405,HELEN HAYES HOSPITAL,51-55 N. ROUTE 9W,-,WEST HAVERSTRAW,NY,10993,Rockland,(845) 786-4000,2,Government,03/18/2005
33T406,SUNNYVIEW HOSPITAL AND REHABILITATION,1270 BELMONT AVE.,-,SCHENECTADY,NY,12308,Schenectady,(518) 382-4500,2,Non-profit,01/01/2005
343025,CAREPARTNERS REHABILITATION HOSPITAL,68 SWEETEN CREEK RD,-,ASHEVILLE,NC,28813,Buncombe,(828) 274-2400,4,Non-profit,10/01/1986
343026,CAROLINAS REHABILITATION,1100 BLYTHE BOULEVARD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4370,4,Government,01/01/1996
343027,NOVANT HEALTH REHABILITATION HOSPITAL,2475 HILLCREST CENTER CIRCLE,-,WINSTON-SALEM,NC,27103,Forsyth,(336) 754-3500,4,For profit,10/31/2018
343028,PEAK REHABILITATION HOSPITAL,1401 ZENO ROAD,-,APEX,NC,27502,Wake,(615) 850-8633,4,For profit,03/27/2025
34T004,HIGH POINT REGIONAL HOSPITAL,601 N ELM ST,-,HIGH POINT,NC,27262,Guilford,(336) 878-6442,4,Non-profit,07/01/2021
34T008,CENTER FOR INPATIENT REHAB,500 LAUCHWOOD DR,-,LAURINBURG,NC,28352,Scotland,(910) 291-7327,4,Non-profit,10/01/2015
34T014,WHITAKER REHABILITATION CENTER,3333 SILAS CREEK PARKWAY,-,WINSTON SALEM,NC,27103,Forsyth,(336) 718-1629,4,Non-profit,01/01/2016
34T015,ROWAN REGIONAL MEDICAL CENTER,612 MOCKSVILLE AVENUE,-,SALISBURY,NC,28114,Rowan,(704) 210-5308,4,Non-profit,10/01/2020
34T027,LENOIR MEMORIAL HOSPITAL REHAB UNIT,100 AIRPORT RD,-,KINSTON,NC,28501,Lenoir,(252) 522-7772,4,Non-profit,07/01/2020
34T028,CAPE FEAR VALLEY REHABILITATION CENTER,1638 OWEN DRIVE,-,FAYETTEVILLE,NC,28302,Cumberland,(910) 615-6843,4,Non-profit,10/01/2020
34T040,PITT COUNTY MEMORIAL HOSPITAL,PO BOX 8447,-,GREENVILLE,NC,27835,Pitt,(252) 847-0873,4,Non-profit,10/01/2019
34T047,NORTH CAROLINA BAPTIST HOSPITALS,MEDICAL CENTER BLVD,-,WINSTON SALEM,NC,27157,Forsyth,(336) 713-8328,4,Non-profit,07/01/2021
34T053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,-,CHARLOTTE,NC,28233,Mecklenburg,(704) 384-4000,4,Non-profit,01/01/2023
34T061,UNC HOSPITALS INPATIENT REHAB,101 MANNING DR,-,CHAPEL HILL,NC,27514,Orange,(919) 984-5306,4,Government,07/01/2015
34T069,WAKEMED REHAB,3000 NEW BERN AVE.,-,RALEIGH,NC,27610,Wake,(919) 350-8864,4,Non-profit,10/01/2019
34T091,MOSES H. CONE MEMORIAL HOSPITAL,1200 NORTH ELM STREET,-,GREENSBORO,NC,27401,Guilford,(336) 832-7000,4,Non-profit,10/01/2022
34T097,REGIONAL REHAB CENTER AT HUGH CHATHAM,700 JOHNSON RIDGE ROAD,-,ELKIN,NC,28621,Surry,(336) 527-7052,4,Non-profit,10/01/2009
34T098,CAROLINAS MEDICAL CENTER - PINEVILLE REHABILITATIO,10628 PARK ROAD,-,CHARLOTTE,NC,28210,Mecklenburg,(704) 355-4602,4,Government,01/01/2021
34T113,CAROLINAS MEDICAL CENTER,1000 BLYTHE BLVD,-,CHARLOTTE,NC,28203,Mecklenburg,(704) 355-4602,4,Government,01/01/2022
34T115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,-,PINEHURST,NC,28374,Moore,(910) 715-1000,4,Non-profit,10/01/2019
34T116,DLP FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,REHAB SERVICES,HICKORY,NC,28601,Catawba,(828) 315-3602,4,For profit,10/01/2018
34T131,CAROLINAEAST REHABILITATION HOSPITAL,2000 NEUSE BLVD.,-,NEW BERN,NC,28561,Craven,(252) 634-6001,4,Government,07/01/2022
34T132,MARIA PARHAM HEALTHCARE ASSOCIATION INC,566 RUIN CREEK RD,-,HENDERSON,NC,27536,Vance,(252) 436-1166,4,For profit,10/01/2017
34T141,NEW HANOVER REGIONAL MEDICAL CENTER REHABILITATION,2131 SOUTH 17TH STREET,-,WILMINGTON,NC,28402,New Hanover,(910) 667-5619,4,Government,10/01/2018
34T143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,-,HICKORY,NC,28602,Catawba,(828) 326-3248,4,Non-profit,07/01/2021
34T147,BRYANT T. ALDRIDGE REHABILITATION CENTER,2400 MEDPARK DRIVE,-,ROCKY MOUNT,NC,27804,Nash,(252) 962-3709,4,Government,07/01/2021
34T155,DURHAM REGIONAL HOSPITAL,3643 N ROXBORO ROAD,BOX 52,DURHAM,NC,27704,Durham,(919) 470-7226,4,Government,07/01/2021
353026,PAM REHABILITATION HOSPITAL OF FARGO,4671 38TH ST S,-,FARGO,ND,58104,Cass,(701) 404-5100,8,For profit,11/22/2019
353027,ALTRU REHABILITATION HOSPITAL,4500 SOUTH WASHINGTON STREET SUITE B,-,GRAND FORKS,ND,58201,Grand Forks,(701) 732-7400,8,For profit,08/26/2022
35T006,TRINITY REHABCARE CENTER,407 3RD ST. SE,-,MINOT,ND,58701,Ward,(701) 418-8000,8,Non-profit,07/01/2018
35T011,SANFORD HEALTH SYSTEM,REHABILITATION 5C,-,FARGO,ND,58122,Cass,(701) 280-4611,8,Non-profit,07/01/2016
363033,THE REHABILITATION INSTITUTE OF OHIO,835 SOUTH MAIN STREET,-,DAYTON,OH,45402,MONTGOMERY,(937) 424-8200,5,For profit,03/24/2005
363034,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CINCIN,151 WEST GALBRAITH ROAD,-,CINCINNATI,OH,45216,Hamilton,(513) 484-6689,5,For profit,01/17/2012
363035,SUMMA REHAB HOSPITAL,29 NORTH ADAMS STREET,-,AKRON,OH,44304,Summit,(330) 572-7300,5,For profit,02/13/2012
363036,UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,23333 HARVARD ROAD,-,BEACHWOOD,OH,44122,Cuyahoga,(216) 593-2200,5,For profit,04/29/2013
363037,OHIOHEALTH REHABILITATION HOSPITAL,1087 DENNISON AVENUE 4TH FLOOR,-,COLUMBUS,OH,43201,Franklin,(614) 484-9676,5,For profit,09/05/2013
363038,CLEVELAND CLINIC REHABILITATION HOSPITALS LLC,33355 HEALTH CAMPUS BLVD,-,AVON,OH,44011,Lorain,(440) 937-9099,5,For profit,01/09/2016
363039,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,37900 CHESTER ROAD,-,AVON,OH,44011,Lorain,(440) 695-7100,5,For profit,03/10/2016
363040,REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC,1455 WEST MEDICAL LOOP,-,TOLEDO,OH,43614,Lucas,(419) 214-6600,5,For profit,04/29/2016
363041,TRIHEALTH REHABILITATION HOSPITAL LLC,2155 DANA AVENUE,-,CINCINNATI,OH,45207,Hamilton,(513) 601-0600,5,For profit,06/07/2016
363042,"MOUNT CARMEL REHABILITATION HOSPITAL, AN AFFILIATE",597 EXECUTIVE CAMPUS DR,-,WESTERVILLE,OH,43082,Delaware,(614) 392-3400,5,Non-profit,05/09/2017
363043,ENCOMPASS HEALTH REHAB HOSPITAL OF TOLEDO,4647 MONROE STREET,-,TOLEDO,OH,43623,Lucas,(567) 290-3524,5,For profit,12/29/2020
363045,LIBERTY REHABILITATION HOSPITAL,7810 BETHANY ROAD,-,LIBERTY TOWNSHIP,OH,45044,Butler,(513) 805-0300,5,Non-profit,06/06/2022
363046,PAM REHABILITATION HOSPITAL OF DAYTON LLC,2310 CROSSPOINTE DRIVE,-,MIAMISBURG,OH,45342,Montgomery,(937) 617-0566,5,For profit,06/15/2023
363047,CINCINNATI REHABILITATION HOSPITAL LLC,4291 PARKVIEW DRIVE,-,BLUE ASH,OH,45242,Hamilton,(513) 788-3321,5,For profit,01/08/2024
363048,CLEARSKY REHABILITATION HOSPITAL OF LANCASTER LLC,1201 RIVER VALLEY BLVD,-,LANCASTER,OH,43130,Fairfield,(740) 303-4300,5,For profit,12/18/2024
363049,"MERCY HEALTH REHABILITATION HOSPITAL, LLC",3180 BELMONT AVENUE,-,YOUNGSTOWN,OH,44505,Mahoning,(234) 264-8500,5,For profit,12/20/2024
36R325,GALION COMMUNITY HOSPITAL,269 PORTLAND WAY SOUTH,-,GALION,OH,44833,Crawford,(419) 468-0885,5,Non-profit,10/01/2004
36R327,COMMUNITY HOSPITALS AND WELLNESS CENTERS,909 EAST SNYDER AVE,-,MONTPELIER,OH,43543,Williams,(419) 485-3154,5,Non-profit,10/01/2004
36T001,MERCY HEALTH ANDERSON HOSPITAL - REHAB UNIT,7500 STATE ROAD,-,CINCINNATI,OH,45255,Hamilton,(502) 596-7486,5,Non-profit,01/01/2017
36T008,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,-,PORTSMOUTH,OH,45662,Scioto,(502) 596-6346,5,Non-profit,07/01/1993
36T009,LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVE.,-,LIMA,OH,45804,Allen,(419) 998-4542,5,Non-profit,09/22/1999
36T010,UNION HOSPITAL,659 BOULEVARD,-,DOVER,OH,44622,Tuscarawas,(330) 365-3807,5,Non-profit,01/01/2009
36T016,JEWISH HOSPITAL-MERCY HEALTH,4777 E. GALBRAITH ROAD,-,CINCINNATI,OH,45236,Hamilton,(502) 596-6346,5,Non-profit,01/01/1986
36T025,FIRELANDS REGIONAL MEDICAL CTR,INPATIENT REHABILITATION,1111 HAYES AVENUE,SANDUSKY,OH,44870,Erie,(419) 557-7243,5,Non-profit,01/01/1991
36T032,JOINT TOWNSHIP DISTRICT MEMORIAL HOSPITAL,200 ST. CLAIR AVE,-,ST. MARYS,OH,45885,Auglaize,(419) 394-3335,5,Non-profit,01/01/2004
36T036,WOOSTER COMMUNITY HOSPITAL,1761 BEALL AVE,-,WOOSTER,OH,44691,Wayne,(330) 263-8137,5,Government,01/01/2007
36T041,UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,7007 POWERS BLVD.,-,PARMA,OH,44129,Cuyahoga,(440) 743-4311,5,Non-profit,01/01/1989
36T054,HOLZER MEDICAL CENTER,100 JACKSON PIKE,-,GALLIPOLIS,OH,45631,Gallia,(740) 446-5902,5,Non-profit,03/13/1992
36T056,MERCY HOSPITAL FAIRFIELD,3000 MACK ROAD,-,FAIRFIELD,OH,45014,Butler,(502) 596-6346,5,Non-profit,01/01/2010
36T059,METROHEALTH MEDICAL CENTER,2500 METROHEALTH DRIVE,-,CLEVELAND,OH,44109,Cuyahoga,(216) 957-3336,5,Non-profit,07/01/1984
36T066,ST RITAS MEDICAL CENTER,730 W MARKET ST,-,LIMA,OH,45801,Allen,(419) 227-3361,5,Non-profit,01/01/1991
36T068,FLOWER REHABILITATION CENTER,5200 HARROUN ROAD,-,SYLVANIA,OH,43560,Lucas,(419) 824-1095,5,Non-profit,01/20/2025
36T070,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER,-,CANTON,OH,44708,Stark,(330) 489-1000,5,Non-profit,01/01/1985
36T076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DR,-,FRANKLIN,OH,45005,Butler,(513) 420-5232,5,Non-profit,01/01/1985
36T079,KETTERING MEDICAL CENTER,INPATIENT REHAB UNIT,-,KETTERING,OH,45429,Montgomery,(937) 395-8840,5,Non-profit,01/01/2002
36T084,AULTMAN WOODLAWN,2821 WOODLAWN NW,-,CANTON,OH,44708,Stark,(330) 479-4800,5,Non-profit,10/03/1996
36T085,OHIO STATE UNIVERSITY HOSPITAL,480 MEDICAL CENTER DR,-,COLUMBUS,OH,43210,Franklin,(614) 293-4222,5,Government,07/01/1984
36T086,COMMUNITY OF SPRINGFIELD,ARU-1 EAST,100 MEDICAL CENTER DR,SPRINGFIELD,OH,45505,Clark,(502) 596-6346,5,Non-profit,01/01/1984
36T095,BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,-,FINDLAY,OH,45840,Hancock,(419) 423-4500,5,Non-profit,07/01/2024
36T098,LAKE HOSPITAL SYSTEM,10977 CAPITAL PARKWAY,-,CONCORD,OH,44077,Lake,(440) 953-6251,5,Non-profit,01/01/2004
36T112,MERCY ST CHARLES ACUTE INPATIENT REHABILITATION,2600 NAVARRE AVE,-,OREGON,OH,43616,Lucas,(419) 696-5699,5,Non-profit,03/01/2022
36T118,OHIOHEALTH MANSFIELD REHAB UNIT,335 GLESSNER AVE,-,MANSFIELD,OH,44903,Richland,-,5,Non-profit,01/01/1997
36T121,COMMUNITY HOSPITALS OF WILLIAMS COUNTY,433 WEST HIGH STREET,-,BRYAN,OH,43506,Williams,(419) 485-3154,5,Non-profit,10/01/1994
36T132,FORT HAMILTON REHAB CENTER,630 EATON AVE,-,HAMILTON,OH,45013,Butler,(513) 867-2501,5,Non-profit,01/01/2020
36T155,SOUTHWEST GENERAL HOSPITAL,18697 BAGLEY RD,"ONE SOUTH, ACUTE REHAB UNIT",MIDDLEBURG HEIGHTS,OH,44130,Cuyahoga,(440) 816-4075,5,Non-profit,01/01/2008
36T163,THE CHRIST HOSPITAL REHAB UNIT,2139 AUBURN AVENUE,-,CINCINNATI,OH,45219,Hamilton,(513) 585-5000,5,Non-profit,01/01/1986
36T172,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD,-,LORAIN,OH,44053,Lorain,(440) 960-3952,5,Non-profit,01/01/1984
36T174,UPPER VALLEY MEDICAL CENTER,3130 N 25A,-,TROY,OH,45373,Miami,(937) 440-4855,5,Non-profit,01/01/1989
36T189,MADISON COUNTY INPATIENT REHAB,210 N MAIN ST,-,LONDON,OH,43140,Madison,(740) 845-7094,5,Non-profit,01/01/1998
36T211,THE TRINITY REHABILITATION CENTER,380 SUMMIT AVE,-,STEUBENVILLE,OH,43952,Jefferson,(740) 283-7809,5,Non-profit,12/22/1998
36T218,LICKING MEMORIAL HOSPITAL,1320 W MAIN ST,-,NEWARK,OH,43055,Licking,(220) 564-1863,5,Non-profit,01/01/2013
36T234,MERCY WEST HOSPITAL,3300 MERCY HEALTH BLVD,-,CINCINNATI,OH,45211,Hamilton,(502) 596-6346,5,Non-profit,01/01/1984
373025,SSM HEALTH REHABILITATION HOSPITAL-OKC,700 NORTHWEST 7TH STREET,-,OKLAHOMA CITY,OK,73102,Oklahoma,(405) 236-3131,6,For profit,06/01/1984
373033,MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,5401 WEST MEMORIAL ROAD,-,OKLAHOMA CITY,OK,73142,Oklahoma,(405) 384-5240,6,For profit,11/14/2012
373034,ASCENSION ST JOHN REHAB HOSPITAL OF BROKEN ARROW,1200 W ALBANY DRIVE,-,BROKEN ARROW,OK,74012,Tulsa,(918) 957-3000,6,For profit,09/26/2016
